idx,ch,sisdr_in,snr_in,sir_in,sar_in,sisdr,snr,sir,sar,sisdr_impr,snr_impr,sir_impr,sar_impr
23,1,2.0894542,2.015952,4.048461,7.931346,8.692663,1.1932335,20.304413,9.043449,6.603209,-0.8227186,16.25595,1.1121035
23,2,6.517419,6.472495,9.963613,9.548863,7.67942,3.0278947,22.05332,7.8680058,1.1620011,-3.4446003,12.089707,-1.6808577
24,0,8.519798,8.527774,8.8189945,20.822441,7.419954,2.7671373,22.715244,7.5733757,-1.0998445,-5.7606363,13.89625,-13.249065
24,1,7.8541317,7.882365,9.312316,13.783703,8.422905,2.0545738,20.33424,8.752018,0.56877327,-5.827791,11.021924,-5.031685
24,2,-0.98380744,-1.0595809,0.44757462,7.324815,0.9077725,2.6180072,22.095009,0.967666,1.8915799,3.677588,21.647434,-6.3571486
25,0,4.8540916,4.873329,5.7695074,13.085915,4.4384756,3.625671,27.861824,4.465365,-0.41561604,-1.2476583,22.092316,-8.62055
25,1,10.43078,10.487638,12.413746,15.0315275,8.876045,3.5190082,22.473194,9.094519,-1.5547352,-6.9686303,10.059448,-5.937009
25,2,2.1656747,2.3215957,2.8050036,12.632442,3.0383224,3.7706409,20.998356,3.1427221,0.87264776,1.4490452,18.193352,-9.48972
26,0,12.39409,12.383854,13.385138,19.491846,11.888429,3.5139847,36.176987,11.9056835,-0.505661,-8.869869,22.79185,-7.5861626
26,1,2.0147314,2.032477,2.8416572,11.44267,5.3686547,1.2933595,19.125877,5.608243,3.3539233,-0.7391174,16.28422,-5.834427
26,2,2.2435598,2.2656658,4.4465084,7.57924,-0.5816203,2.2456858,20.851362,-0.5147289,-2.82518,-0.019979954,16.404854,-8.093968
27,0,6.5002384,6.485549,6.9762797,17.131546,10.141611,3.4629226,35.5666,10.155288,3.6413727,-3.0226264,28.59032,-6.9762583
27,1,10.50885,10.507722,12.099971,15.900814,14.46064,2.5558267,28.009804,14.663673,3.9517899,-7.951895,15.909833,-1.2371407
27,2,-2.1018808,-2.0865788,-0.8753944,7.458172,2.1412225,2.634649,30.542791,2.1513333,4.243103,4.7212276,31.418186,-5.3068385
28,0,10.351218,10.35225,11.303463,17.719341,10.726208,5.387807,30.891155,10.771756,0.3749895,-4.964443,19.587692,-6.947585
28,1,6.0687876,6.0925875,7.447161,12.442775,10.679081,2.2821195,30.933332,10.723739,4.6102934,-3.810468,23.486172,-1.7190361
28,2,3.315755,3.3585572,6.2283854,7.3542976,5.2120094,2.6071076,22.108831,5.328307,1.8962545,-0.7514496,15.8804455,-2.0259905
29,0,11.073852,11.0428505,11.298266,24.363611,7.494403,2.9353526,20.796078,7.7383666,-3.5794487,-8.107498,9.497811,-16.625244
29,1,5.4961863,5.45319,7.0011015,11.619567,2.4692776,4.0727744,22.732275,2.5334404,-3.0269086,-1.3804154,15.7311735,-9.086126
29,2,-0.9977931,-1.0358044,1.8639567,4.343883,1.3706567,2.920927,17.362116,1.5603595,2.3684497,3.9567313,15.498159,-2.7835236
30,0,9.715771,9.640115,9.80301,27.162231,13.345057,3.2761357,34.704155,13.378402,3.6292858,-6.3639793,24.901146,-13.78383
30,1,7.2262864,7.116394,7.7209864,17.583895,8.815104,0.96809393,17.873909,9.461335,1.5888171,-6.1483,10.152923,-8.12256
30,2,-2.2475653,-2.2630694,-1.3140482,8.604292,1.0330813,2.5972948,37.129498,1.0349889,3.2806466,4.860364,38.443546,-7.569303
31,0,5.8721476,5.866809,6.980725,13.138144,7.9550385,4.0965753,32.535088,7.9726143,2.082891,-1.7702336,25.554363,-5.1655293
31,1,4.6568813,4.5941687,6.3398485,10.495407,12.150154,2.3168123,27.524405,12.2856865,7.493273,-2.2773564,21.184555,1.7902794
31,2,7.5155125,7.467206,11.187651,10.270042,9.337551,2.5793364,29.63387,9.383028,1.8220387,-4.88787,18.446218,-0.8870144
32,0,9.95971,9.970251,10.423751,20.279009,9.251777,3.6698298,38.235313,9.25792,-0.7079334,-6.300421,27.811562,-11.021089
32,1,0.30464923,0.37725735,1.0861919,10.638944,7.9405456,3.1747677,31.268597,7.96402,7.635896,2.7975104,30.182405,-2.674924
32,2,6.545435,6.5732126,10.212475,9.380422,12.510427,3.3718073,29.893988,12.594934,5.9649925,-3.2014053,19.681513,3.2145128
33,0,8.683356,8.717024,9.999788,14.922772,3.8325205,3.0454159,19.44764,4.0024266,-4.850836,-5.671608,9.447851,-10.920345
33,1,3.1420474,3.1298752,6.5283785,6.678481,7.3529606,2.0988457,23.197117,7.488285,4.210913,-1.0310295,16.66874,0.80980396
33,2,6.039843,5.99652,14.048698,6.95527,5.164877,2.1002877,17.160275,5.530958,-0.87496614,-3.8962324,3.111576,-1.4243116
34,0,8.194023,8.215951,8.331529,23.852295,7.851064,3.9811344,37.659943,7.856348,-0.34295893,-4.2348166,29.328415,-15.995947
34,1,8.282434,8.302046,10.292339,12.982939,5.4260902,2.2150419,17.89541,5.7492266,-2.8563442,-6.0870037,7.603071,-7.233712
34,2,-0.35676628,-0.35534567,2.4597452,4.8086696,-2.0118473,1.2550242,21.908781,-1.9663076,-1.655081,1.6103699,19.449036,-6.774977
35,0,7.1609216,7.162512,8.875462,12.555466,4.8671384,2.3671038,18.0308,5.1497927,-2.2937832,-4.7954082,9.155338,-7.405673
35,1,6.637692,6.6419964,9.658708,10.083387,16.856834,2.702705,37.135033,16.8986,10.219143,-3.9392915,27.476326,6.8152122
35,2,4.5524406,4.556933,8.139622,7.6736665,-0.96556515,2.0670285,22.130276,-0.9177085,-5.518006,-2.4899044,13.990654,-8.591375
36,0,9.932882,9.912897,10.859719,17.43832,5.834994,0.6378022,11.211735,7.638836,-4.0978885,-9.275095,0.3520155,-9.799484
36,1,4.6444464,4.586368,5.3620534,13.926325,-6.8459024,0.7717378,42.90815,-6.8456335,-11.490349,-3.8146303,37.546097,-20.771957
36,2,3.1538591,3.1265235,4.0561743,11.860939,3.033513,3.0023954,28.275658,3.052974,-0.12034607,-0.1241281,24.219482,-8.807965
37,0,6.8356304,6.8569336,7.7764945,14.610327,3.5412016,2.308476,14.537924,4.0510597,-3.2944288,-4.5484576,6.7614293,-10.559267
37,1,7.0481133,7.0217347,8.364761,13.463751,-0.9255329,2.484746,18.254528,-0.80832666,-7.973646,-4.5369887,9.889767,-14.272078
37,2,3.0479336,3.048821,3.674253,13.317895,1.1668657,3.6315994,19.244385,1.2863857,-1.8810679,0.58277845,15.570131,-12.031509
38,0,11.740034,11.741699,13.138472,17.547785,10.914518,3.064833,27.55494,11.017305,-0.82551575,-8.676867,14.416468,-6.5304794
38,1,-0.06633832,-0.06432172,0.9357306,9.361524,8.009188,1.7777777,23.839718,8.142028,8.075526,1.8420994,22.903988,-1.2194958
38,2,3.7063336,3.6815999,5.4057198,9.702518,6.345767,2.1748755,19.95201,6.583011,2.6394334,-1.5067244,14.546289,-3.1195073
39,0,8.402025,8.415641,9.573022,15.121185,5.131972,4.524715,28.967564,5.1554704,-3.2700534,-3.890926,19.394543,-9.965715
39,1,1.3051904,1.281258,5.1630535,4.761323,9.535715,1.8565451,25.74146,9.652585,8.230525,0.5752871,20.578407,4.891262
39,2,6.659852,6.671271,22.538227,6.797656,8.49681,2.3174045,25.68499,8.592305,1.8369579,-4.3538666,3.1467628,1.7946491
40,0,10.458904,10.465782,12.4517355,15.040612,12.742661,3.049872,35.818016,12.7652445,2.2837572,-7.4159102,23.36628,-2.2753677
40,1,-0.722571,-0.778854,0.4182868,8.447104,10.405666,2.326261,24.245586,10.605173,11.128238,3.105115,23.8273,2.1580687
40,2,5.581138,5.552397,6.775364,12.599831,9.919193,3.3591797,34.724087,9.935045,4.338055,-2.193217,27.948723,-2.6647854
41,0,8.619376,8.614423,9.591704,16.048847,11.351972,2.3994222,39.399113,11.3592825,2.7325954,-6.2150006,29.807407,-4.6895647
41,1,1.4395554,1.3772144,2.0013778,12.723167,8.545465,2.8840513,42.711777,8.547364,7.1059103,1.5068369,40.7104,-4.175803
41,2,5.932984,5.9259996,6.821265,14.082232,9.34608,3.356987,24.177551,9.507814,3.413096,-2.5690126,17.356285,-4.574418
42,0,13.219928,13.222651,14.22844,20.216476,14.496993,3.3803663,36.252666,14.527107,1.2770653,-9.842284,22.024227,-5.689369
42,1,-0.7564496,-0.7840682,-0.3154658,12.566718,-8.639366,0.31051183,19.035534,-8.57805,-7.8829165,1.09458,19.351,-21.144768
42,2,2.2125964,2.2454014,3.0158439,11.696459,4.619314,1.6980635,16.162275,5.0387816,2.4067178,-0.5473379,13.146431,-6.657677
43,0,12.111235,12.117449,12.349864,25.076286,8.444101,4.005991,33.48101,8.459688,-3.6671333,-8.111458,21.131145,-16.616598
43,1,0.7332661,0.6822474,3.1994174,6.0645795,8.675482,1.3997543,23.047121,8.858649,7.942216,0.7175069,19.847704,2.7940698
43,2,3.6827455,3.6854258,8.384029,6.0673904,10.023079,3.1938195,27.360956,10.11196,6.3403335,-0.49160624,18.976927,4.04457
44,0,15.508217,15.510554,16.417643,22.843155,8.274985,4.030841,31.992676,8.296219,-7.2332315,-11.479713,15.575033,-14.546936
44,1,-0.26225424,-0.29611492,2.1878934,5.4439964,13.251052,4.2622976,46.02063,13.253456,13.513306,4.5584126,43.832737,7.8094597
44,2,-1.1287786,-1.1421322,5.317206,1.1067839,-11.327925,0.19373074,26.470478,-11.317427,-10.199146,1.3358629,21.153273,-12.424211
45,0,12.592878,12.5951185,13.894261,18.634766,9.953142,3.2329755,34.600838,9.969566,-2.6397362,-9.362143,20.706577,-8.665199
45,1,-1.2713851,-1.2789485,0.5185582,6.2011023,11.877592,2.1257372,32.09716,11.921757,13.148977,3.4046857,31.578602,5.7206545
45,2,3.3241007,3.3263066,6.6083546,6.934449,9.669715,3.2813432,29.945107,9.715063,6.3456144,-0.04496336,23.336752,2.780614
46,0,10.886659,10.851271,15.825829,12.6780615,5.7128024,0.7917622,12.619189,6.9343204,-5.1738563,-10.059508,-3.2066393,-5.743741
46,1,2.2505448,2.1529284,5.0079594,6.7207737,-9.139856,0.49904895,20.602455,-9.097606,-11.390401,-1.6538794,15.594496,-15.818379
46,2,3.701563,3.6249316,5.6324983,9.201027,-0.23632514,2.8148012,17.181404,-0.074574195,-3.9378881,-0.81013036,11.548906,-9.275601
47,0,15.337469,15.328779,16.260845,22.616568,0.6132306,2.7689738,37.104736,0.6150504,-14.724238,-12.559805,20.843891,-22.001516
47,1,-3.5895667,-3.4950554,-3.0888686,10.864195,2.8098204,1.0432564,19.820261,2.9421644,6.3993874,4.538312,22.90913,-7.9220304
47,2,0.68373513,0.63675785,1.4659791,10.8522835,8.852796,2.2851248,22.627192,9.062491,8.169061,1.6483669,21.161213,-1.7897921
48,0,9.916079,9.88623,10.223369,21.96524,7.1712065,2.5539775,22.69424,7.3179913,-2.744872,-7.332253,12.470872,-14.647249
48,1,6.0572,6.0269256,7.713394,11.725011,8.708418,3.8020496,22.458305,8.920124,2.651218,-2.224876,14.744911,-2.8048868
48,2,0.09906201,0.023156831,2.7831016,5.30011,1.9261508,2.8894818,19.228085,2.0593169,1.8270888,2.866325,16.444983,-3.240793
49,0,11.933536,11.933142,12.440623,21.752388,11.649366,3.4032946,29.763062,11.721529,-0.2841692,-8.529847,17.322437,-10.030859
49,1,2.6153781,2.6107793,3.349557,12.34787,17.444431,2.8061757,42.715893,17.457582,14.829053,0.19539642,39.366337,5.1097126
49,2,2.3904238,2.3797998,3.8774915,9.257944,7.371283,2.7745743,29.481737,7.402972,4.9808593,0.39477444,25.604246,-1.8549719
50,0,3.7642074,3.7295194,4.250305,14.901182,4.8075943,1.2473816,15.606503,5.3026586,1.0433869,-2.4821377,11.356197,-9.598524
50,1,2.8818612,2.9039483,3.6307526,12.448366,-15.458054,0.0137665775,-1.0947285,-11.703981,-18.339914,-2.8901818,-4.725481,-24.152348
50,2,10.070515,10.079523,12.490717,14.00199,2.2119062,3.321599,16.3834,2.480112,-7.8586082,-6.757924,3.892683,-11.521878
51,0,11.770024,11.7793865,12.799696,18.747707,10.10507,3.0281236,29.834763,10.156044,-1.6649542,-8.751263,17.035067,-8.591663
51,1,-2.0740087,-2.127207,-1.1399033,8.676094,7.5631514,0.75306237,26.762787,7.6248255,9.63716,2.8802695,27.90269,-1.0512686
51,2,5.2326083,5.236191,7.0592203,10.655636,8.3844595,2.6767006,20.64756,8.6876,3.1518512,-2.5594902,13.58834,-1.9680357
52,0,11.012101,11.06403,12.514259,16.58908,9.918428,2.485635,20.328117,10.372864,-1.0936728,-8.578395,7.813858,-6.216217
52,1,-3.0599551,-3.0685291,-2.4749799,10.357476,3.1907847,2.3591628,27.572767,3.214238,6.25074,5.427692,30.047747,-7.143238
52,2,5.8630133,5.963337,7.2743106,12.176877,8.220859,3.3080614,22.70839,8.401426,2.3578453,-2.6552756,15.434078,-3.7754507
53,0,9.264203,9.27832,10.538564,15.578374,5.914452,3.2444093,30.736683,5.932446,-3.349751,-6.0339108,20.19812,-9.645927
53,1,-1.3943067,-1.189821,0.6450787,5.5681286,2.2204795,2.6896453,23.970526,2.2669759,3.6147861,3.8794663,23.325447,-3.3011527
53,2,6.97802,7.0053825,13.7612295,8.179244,8.550314,2.5972776,21.092857,8.8327875,1.5722938,-4.408105,7.331628,0.6535435
54,0,9.316076,9.323565,10.460524,16.041645,8.8466215,3.1760216,22.685272,9.053211,-0.46945477,-6.147543,12.224749,-6.988434
54,1,5.8911858,5.831609,7.206563,12.47604,7.404999,3.0932984,25.178652,7.491284,1.513813,-2.7383103,17.972088,-4.984756
54,2,1.981691,1.8557618,3.744378,8.279094,1.970132,1.6655273,12.974377,2.5428212,-0.01155901,-0.19023442,9.229999,-5.736273
55,0,10.715441,10.712136,11.202093,20.779543,7.558308,3.6230688,25.337463,7.6440277,-3.1571326,-7.0890675,14.13537,-13.135515
55,1,-1.5824192,-1.4780471,0.46511647,5.4507,6.6427636,2.253562,22.751106,6.773482,8.225183,3.731609,22.28599,1.322782
55,2,5.4574966,5.4693117,8.737242,8.759247,10.734033,2.8557289,27.294762,10.839071,5.276536,-2.6135828,18.55752,2.0798244
56,0,8.055079,8.02802,8.690244,17.26849,-13.445848,0.15937713,48.144905,-13.445778,-21.500927,-7.868643,39.454662,-30.714268
56,1,5.1964064,5.2895107,6.900631,10.89004,-6.3788157,0.8659008,14.094329,-6.173726,-11.575222,-4.4236097,7.193698,-17.063766
56,2,4.6962533,4.7766,8.185232,7.8894753,5.7895927,2.6013591,17.22343,6.195097,1.0933394,-2.1752408,9.038198,-1.6943784
57,0,6.4014006,6.36483,10.475951,8.930341,3.5262873,2.7621417,19.624779,3.6813567,-2.8751132,-3.6026883,9.148828,-5.2489843
57,1,-1.9911568,-1.942833,2.7952168,1.5959911,5.8832817,2.5532508,26.325788,5.932793,7.8744383,4.4960837,23.530571,4.336802
57,2,9.616787,9.6128,13.880634,11.82967,6.103015,3.3075633,18.480124,6.423003,-3.513772,-6.3052363,4.599489,-5.4066668
58,0,15.650814,15.649504,16.80229,22.06889,8.589309,3.6422853,26.647776,8.667142,-7.0615053,-12.007218,9.845486,-13.401748
58,1,1.3078653,1.3227181,3.201419,7.5235014,-12.716422,0.013703615,19.75061,-12.668207,-14.024287,-1.3090146,16.54919,-20.191708
58,2,-3.014766,-2.9461293,2.476265,0.37285376,4.4642935,3.4939404,25.670876,4.5090647,7.479059,6.4400697,23.19461,4.136211
59,0,12.464638,12.467666,13.0618305,21.585964,10.792143,4.7505794,35.38584,10.808505,-1.6724949,-7.7170863,22.32401,-10.777459
59,1,-2.791895,-2.8786018,-1.998319,9.104208,6.3743167,2.4570673,27.182144,6.418827,9.166212,5.335669,29.180464,-2.685381
59,2,6.0705113,6.050889,10.328503,8.497796,11.460433,2.8554604,30.791973,11.515002,5.3899217,-3.1954286,20.46347,3.0172062
60,0,11.706678,11.707895,12.549268,19.477823,9.961263,3.2564535,34.217422,9.979238,-1.7454157,-8.451442,21.668156,-9.498586
60,1,3.6693585,3.667843,5.727684,8.929937,9.496801,1.5125737,22.581238,9.739599,5.827443,-2.1552694,16.853554,0.80966187
