idx,ch,stem,SIRB_in,LTR_in,U_in,EXP_in,RBR_in,RBRpct_in,SIRB_out,LTR_out,U_out,EXP_out,RBR_out,RBRpct_out,BR
0,0,Vocal,24.026920318603516,-24.02684783935547,0.0012805461883544922,99.8719482421875,0.003940928261727095,0.3940928280353546,23.99996566772461,-23.99996566772461,0.05182725191116333,94.81727600097656,0.003965369425714016,0.3965369462966919,-12.571646690368652
0,1,Bass,8.41116714477539,-8.411165237426758,0.009813189506530762,99.01868438720703,0.1260061413049698,12.600614547729492,9.698494911193848,-9.698493957519531,0.021313369274139404,97.86865997314453,0.0968119204044342,9.681192398071289,-29.151552200317383
0,2,Drums,6.327456951141357,-6.327456951141357,0.023320496082305908,97.66795349121094,0.18893416225910187,18.893415451049805,14.60046672821045,-14.60046672821045,0.11314809322357178,88.68518829345703,0.03350823000073433,3.350822925567627,-22.555335998535156
1,0,Vocal,14.2952241897583,-14.2952241897583,0.0013006329536437988,99.86993408203125,0.03586060553789139,3.5860605239868164,15.403192520141602,-15.403207778930664,0.036633312702178955,96.336669921875,0.02801179140806198,2.8011791706085205,-11.652432441711426
1,1,Bass,33.707763671875,-33.707637786865234,0.0147627592086792,98.52372741699219,0.0004256687534507364,0.042566876858472824,33.06947708129883,-33.06916427612305,0.012564301490783691,98.74356842041016,0.000492999330163002,0.0492999330163002,-30.90732192993164
1,2,Drums,2.2810797691345215,-2.2810802459716797,0.08001220226287842,91.998779296875,0.3716282248497009,37.16282272338867,2.4043471813201904,-2.4043469429016113,0.0,100.0,0.3650246560573578,36.502464294433594,-30.478116989135742
2,0,Vocal,19.257959365844727,-19.257959365844727,0.00791257619857788,99.208740234375,0.01172416377812624,1.17241632938385,21.1982364654541,-21.198225021362305,0.03793865442276001,96.20613098144531,0.007531735114753246,0.7531735301017761,-10.88284969329834
2,1,Bass,12.042959213256836,-12.042959213256836,0.03385847806930542,96.61415100097656,0.05880114436149597,5.880114555358887,13.915708541870117,-13.915700912475586,0.034048259258270264,96.59517669677734,0.03900762274861336,3.9007623195648193,-28.59267807006836
2,2,Drums,12.421936988830566,-12.4219331741333,0.02851271629333496,97.14872741699219,0.054153572767972946,5.4153571128845215,14.394225120544434,-14.394221305847168,0.053687989711761475,94.6312026977539,0.03508072718977928,3.5080726146698,-27.980716705322266
3,0,Vocal,15.931417465209961,-15.931414604187012,0.008104264736175537,99.1895751953125,0.02488371729850769,2.4883718490600586,15.459157943725586,-15.459160804748535,0.029900550842285156,97.00994873046875,0.027663135901093483,2.7663135528564453,-13.281014442443848
3,1,Bass,8.721628189086914,-8.721628189086914,0.025249898433685303,97.47501373291016,0.11834164708852768,11.8341646194458,9.26925277709961,-9.269251823425293,0.024543285369873047,97.54566955566406,0.1058051586151123,10.58051586151123,-30.822952270507812
3,2,Drums,33.4571533203125,-33.457157135009766,0.029742062091827393,97.02579498291016,0.0004508887359406799,0.04508887231349945,32.1577033996582,-32.157745361328125,0.036927759647369385,96.30722045898438,0.0006080882740207016,0.060808826237916946,-31.268871307373047
4,0,Vocal,13.817728996276855,-13.817728042602539,0.0,100.0,0.03986215963959694,3.9862160682678223,13.972885131835938,-13.972882270812988,0.07116067409515381,92.8839340209961,0.038517072796821594,3.8517072200775146,-11.961464881896973
4,1,Bass,22.542457580566406,-22.54241943359375,0.017815470695495605,98.21845245361328,0.005537890829145908,0.5537890791893005,23.022958755493164,-23.022974014282227,0.018030941486358643,98.19690704345703,0.0049607278779149055,0.49607279896736145,-30.172080993652344
4,2,Drums,6.77754020690918,-6.777541160583496,0.03734469413757324,96.26553344726562,0.17356252670288086,17.356252670288086,7.468206405639648,-7.468205451965332,0.03561371564865112,96.43862915039062,0.1519204080104828,15.19204044342041,-29.67954444885254
5,0,Vocal,20.891620635986328,-20.891620635986328,0.015445351600646973,98.4554672241211,0.008078210055828094,0.8078210353851318,19.441125869750977,-19.44113540649414,0.020423948764801025,97.95760345458984,0.011245470494031906,1.124547004699707,-14.525917053222656
5,1,Bass,11.292824745178223,-11.29283332824707,0.009010374546051025,99.09896087646484,0.06912104040384293,6.91210412979126,3.675585985183716,-3.675586223602295,0.0,100.0,0.30020228028297424,30.020227432250977,-38.53178024291992
5,2,Drums,11.514115333557129,-11.514118194580078,0.02015376091003418,97.98462677001953,0.06591368466615677,6.591368675231934,17.058780670166016,-17.05877113342285,0.0844009518623352,91.55990600585938,0.019304396584630013,1.9304397106170654,-24.689455032348633
6,0,Vocal,26.54607582092285,-26.546125411987305,0.015607237815856934,98.43927764892578,0.0022101616486907005,0.22101616859436035,26.52850341796875,-26.528520584106445,0.01900184154510498,98.09981536865234,0.0022191593889147043,0.22191594541072845,-13.210325241088867
6,1,Bass,7.561182022094727,-7.561182022094727,0.0,100.0,0.14918261766433716,14.918261528015137,8.385282516479492,-8.385281562805176,0.0,100.0,0.12666399776935577,12.666399955749512,-30.98825454711914
6,2,Drums,13.043313980102539,-13.043313980102539,0.011566638946533203,98.84333801269531,0.047275468707084656,4.727546691894531,28.913406372070312,-28.91349983215332,0.050486743450164795,94.95132446289062,0.0012826266465708613,0.12826266884803772,-14.858448028564453
7,0,Vocal,29.879886627197266,-29.880373001098633,0.023840367794036865,97.615966796875,0.001026929123327136,0.10269290953874588,33.229461669921875,-33.2303581237793,0.0243912935256958,97.56086730957031,0.0004750991938635707,0.047509919852018356,-9.614224433898926
7,1,Bass,5.710820198059082,-5.71082067489624,0.021512627601623535,97.84873962402344,0.21165725588798523,21.165725708007812,7.459418773651123,-7.459418296813965,0.012657999992370605,98.73419952392578,0.15218131244182587,15.218131065368652,-29.399818420410156
7,2,Drums,28.549537658691406,-28.549518585205078,0.03526884317398071,96.47311401367188,0.0013945833779871464,0.13945834338665009,20.06887435913086,-20.068859100341797,0.08455562591552734,91.54443359375,0.009746748022735119,0.9746748208999634,-37.66008377075195
8,0,Vocal,32.271636962890625,-32.271385192871094,0.014904022216796875,98.50959777832031,0.0005923700518906116,0.059237003326416016,32.42019271850586,-32.42024230957031,0.01431947946548462,98.56805419921875,0.0005724499351345003,0.05724499374628067,-13.042458534240723
8,1,Bass,10.761523246765137,-10.761518478393555,0.029698729515075684,97.0301284790039,0.07741978764533997,7.741978645324707,12.05772876739502,-12.05772876739502,0.022450029850006104,97.75499725341797,0.05861315503716469,5.861315727233887,-30.349990844726562
8,2,Drums,12.621950149536133,-12.62195110321045,0.015245676040649414,98.47543334960938,0.051842477172613144,5.1842474937438965,12.531596183776855,-12.531595230102539,0.04566216468811035,95.43378448486328,0.052874669432640076,5.287467002868652,-30.478370666503906
9,0,Vocal,36.06355285644531,-36.06266784667969,0.026843607425689697,97.31563568115234,0.00024746236158534884,0.024746235460042953,35.20180892944336,-35.20137405395508,0.036411821842193604,96.35881805419922,0.0003017856797669083,0.03017856739461422,-13.78957748413086
9,1,Bass,13.592292785644531,-13.592294692993164,0.08551400899887085,91.44860076904297,0.0418969951570034,4.189699649810791,15.365534782409668,-15.365549087524414,0.05180859565734863,94.81913757324219,0.02824885956943035,2.824885845184326,-29.431119918823242
9,2,Drums,19.428569793701172,-19.428565979003906,0.03881871700286865,96.11812591552734,0.011277643963694572,1.127764344215393,29.42646026611328,-29.426382064819336,0.09646975994110107,90.35302734375,0.0011398668866604567,0.11398668587207794,-18.335195541381836
