idx,ch,stem,lag_in,lag_out,sisdr_in,sisnr_in,sir_in,sar_in,sisdr,sisnr,sir,sar,sisdr_impr,sisnr_impr,sir_impr,sar_impr
0,0,Vocal,0,0,26.073229746144268,26.073229746144264,26.84624441062635,33.95893972854973,10.01571225850439,10.01571225850439,28.353110843428865,10.086210875744557,-16.057517487639878,-16.057517487639874,1.5068664328025143,-23.872728852805174
0,1,Bass,0,0,11.880346127208394,11.880346127208394,15.170603073695235,14.757726116928849,8.101421253618902,8.101421253618902,15.644030389796153,9.059455550237555,-3.7789248735894923,-3.7789248735894923,0.4734273161009188,-5.698270566691294
0,2,Drums,0,0,9.700875577634754,9.700875577634756,17.35200822227798,10.598420912515545,6.5779480004822535,6.5779480004822535,16.803000713853923,7.100962726377058,-3.1229275771525007,-3.1229275771525025,-0.549007508424058,-3.497458186138487
1,0,Vocal,0,0,18.104464976927133,18.104464976927133,18.237813544372067,33.36360748011203,10.419391625215779,10.419391625215779,26.36612601082961,10.541271533284302,-7.685073351711354,-7.685073351711354,8.128312466457544,-22.822335946827728
1,1,Bass,0,0,22.116189907280987,22.116189907280987,24.953653998749907,25.32034897831619,19.976757558578548,19.976757558578548,26.735643250974658,21.01472968374406,-2.1394323487024387,-2.1394323487024387,1.7819892522247507,-4.3056192945721286
1,2,Drums,0,0,5.5352085603420615,5.5352085603420615,8.331905035762496,9.365147453306138,0.8856385717619535,0.8856385717619526,6.41842182639625,3.203015586297295,-4.649569988580108,-4.649569988580109,-1.9134832093662464,-6.162131867008843
2,0,Vocal,0,0,20.993576516593247,20.993576516593247,21.968967063208737,27.985716924092365,10.785214550641435,10.785214550641435,24.298245789402387,10.999176750912337,-10.208361965951813,-10.208361965951813,2.3292787261936496,-16.98654017318003
2,1,Bass,0,0,14.060002329141161,14.060002329141163,16.930412497364447,17.302020471385873,14.42370322773274,14.42370322773274,19.07506191939642,16.29921421490034,0.3637008985915795,0.3637008985915777,2.1446494220319714,-1.0028062564855347
2,2,Drums,0,0,14.49099851272293,14.490998512722928,21.53059617760787,15.478136345538635,6.767389501927994,6.767389501927994,17.126462403209484,7.270201131289654,-7.723609010794936,-7.7236090107949344,-4.404133774398385,-8.20793521424898
3,0,Vocal,0,0,18.743133640689,18.743133640688995,20.302198231577773,23.98889518091504,11.348361050598948,11.348361050598948,20.78991120215678,11.908718956079944,-7.394772590090051,-7.394772590090048,0.48771297057900753,-12.080176224835096
3,1,Bass,0,0,12.248233817093713,12.248233817093713,13.683473193615757,17.936804141702027,10.346857700045923,10.346857700045923,14.112480371574396,12.879232478469728,-1.9013761170477892,-1.9013761170477892,0.4290071779586384,-5.057571663232299
3,2,Drums,0,0,19.15928202049683,19.15928202049683,20.898847300068827,24.00867396482412,5.506468065554358,5.506468065554358,20.35783032549407,5.690774619004367,-13.65281395494247,-13.65281395494247,-0.541016974574756,-18.317899345819754
4,0,Vocal,0,0,17.804568420177564,17.80456842017756,18.597039194155446,25.642370509890398,6.785262158159686,6.785262158159686,18.286839538920667,7.167983187683049,-11.019306262017878,-11.019306262017874,-0.3101996552347792,-18.47438732220735
4,1,Bass,0,0,20.399750980715318,20.399750980715318,23.469214398278943,23.371176044306743,10.97481014543779,10.97481014543779,23.653932476324645,11.234407605960111,-9.424940835277528,-9.424940835277528,0.18471807804570162,-12.136768438346632
4,2,Drums,0,0,10.303859928229855,10.303859928229855,13.431989462025502,13.392157243555678,5.2530777569125595,5.2530777569125595,12.230762835263702,6.477551576931186,-5.050782171317295,-5.050782171317295,-1.2012266267618,-6.9146056666244915
5,0,Vocal,0,0,20.21701217646589,20.21701217646589,21.201632125088974,27.17798967503624,14.61328136193612,14.61328136193612,22.978284998697447,15.31906614734337,-5.603730814529769,-5.603730814529769,1.776652873608473,-11.85892352769287
5,1,Bass,0,0,14.871375262966435,14.871375262966435,16.556869915280977,19.892386970495632,14.295627887054385,14.295627887054385,18.800995313373967,16.25268963201369,-0.5757473759120497,-0.5757473759120497,2.24412539809299,-3.639697338481941
